ISO3,Region.Name,Income.group,Developed.Developing,TimePeriod,GDP.nominal..USD.million.,Foreign.direct.investment..net.inflows....of.GDP.,Pop..million.,Total.function_per_capita,Economic.affairs_per_capita,Agriculture..forestry..fishing.and.hunting_per_capita,Fuel.and.energy_per_capita,Mining..manufacturing.and.construction_per_capita,Transport_per_capita,Communication_per_capita,Environment.protection_per_capita,Housing.and.community.amenities_per_capita,Health_per_capita,Education_per_capita,Social.protection_per_capita,Special.others_per_capita,X1.78,X1.79,X1.80,X1.82,X1.81,X1.83,X1.84,X1.85,X1.77,X1.61,X1.59,X1.60,X1.64,X1.63,X1.62,X1.58,X1.56,X1.57,X1.65,X1.67,X1.66,X1.68,X1.69,X1.70,X1.72,X1.71,X1.73,X1.75,X1.76,X1.74,X1.14,X1.16,X1.17,X1.18,X1.19,X1.20,X1.21,X1.22,X1.23,X1.24,X1.25,X1.26,X1.27,X1.28,X1.32,X1.33,X1.34,X1.29,X1.30,X1.31,X1.35,X1.36,X1.37,X1.38,X1.39,X1.40,X1.41,X1.42,X1.43,X1.44,X1.45,X1.46,X1.47,X1.48,X1.49,X1.50,X1.51,X1.52,X1.53,X1.54,X1.55,X1.15,X1.1,X1.2,X1.3,X1.6,X1.8,X1.10,X1.12,X1.4,X1.7,X1.9,X1.11,X1.13,X1.5
AFG,Asia and Oceania,Low income,Developing economies,2010,15325000000,0.353674062,28284089,456.0161015,81.35315937,21.35476239,9.616714189,1.555644942,23.1578963,6.116513069,0.601044637,3.39413442,13.89473778,29.16834267,29.1329871,298.43634,45.3,44.9,45.8,1126.3,2336.9,1210.5,9.366666667,498.2666667,34.3,47977,88784,40807,92.3,84.2,88.3,80.8,76.9,72.8,101519,54594,46925,19.22472191,16.47804832,28.04932213,27.81153297,36.80765533,65.71068573,16.58939552,15.87799358,16.42053032,66,59.1,61.9,60.5,34.9,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,9.2,6.6,7.9,NA,NA,NA,NA,60,2,16,42,58,1,1,3,1,1
AFG,Asia and Oceania,Low income,Developing economies,2011,17890000000,0.322084069,29347708,586.4853228,95.7144592,16.79795905,6.938190279,1.153047075,19.21225754,4.414985771,2.214823727,4.225202186,22.72749886,30.1897511,12.5052355,418.8402038,44.3,43.9,44.8,1129.9,2344.5,1214.6,9.411111111,509.6777778,38.6,47110,87085,39975,88.7,80.4,84.6,77.9,74,70,99136,53402,45734,20.05919266,17.32751465,28.73421669,29.31583595,37.93602753,65.31128693,17.20829964,16.48999405,17.03627968,68,59.1,61.9,60.5,35.7,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,9.9,7,8.5,NA,NA,NA,NA,114,5,28,81,109,3,3,6,2,3
AFG,Asia and Oceania,Low income,Developing economies,2012,20293000000,0.201369635,30560034,447.7416485,75.06536151,12.2411557,4.25966637,0.750449208,15.26661878,2.713458473,1.832458694,3.599472435,14.52877965,29.05755929,10.43847006,313.2522693,43.5,43,43.9,1144.6,2375,1230.3,9.455555556,521.0888889,39.9,46637,86133,39496,85.2,77.1,81.2,75.1,71.3,67.2,97575,52592,44983,20.89307976,18.17698097,29.41911316,30.82013702,39.05670547,64.91188812,17.82128143,17.10746193,17.64882278,67,59.425,62.025,60.75,36.5,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,10.7,7.4,9.1,NA,NA,NA,NA,161,6,37,118,155,3,3,7,3,3
AFG,Asia and Oceania,Low income,Developing economies,2013,20170000000,0.239520823,31622704,424.2837678,60.46288768,7.684352356,1.58114246,0.347851341,11.32098001,1.011931175,1.897370952,2.308467992,11.60558566,30.26306669,6.261324142,311.5166875,42.9,42.4,43.4,1158.8,2404.2,1245.4,9.5,532.5,42.55,46339,85486,39147,82,73.8,78,72.5,68.7,64.7,96435,52085,44350,21.72637939,19.02644539,30.10400963,32.32444,40.16963196,64.51248932,18.42834091,17.73039818,18.25823021,64,59.75,62.15,61,37.4,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,11.6,7.9,9.7,NA,NA,NA,NA,214,11,55,148,203,4,6,10,3,4
AFG,Asia and Oceania,Low income,Developing economies,2014,20616000000,0.20845586,32792523,373.8047237,55.62243564,8.119966868,3.292287967,0.596928078,8.630016056,1.049253945,1.189295499,1.372264037,13.23472427,29.76288223,15.67430478,256.9488173,42.5,42,43,1180.8,2449.4,1268.6,8.62,489.44,45.2,45854,84457,38603,79.1,70.9,75.1,70.2,66.4,62.3,95003,51414,43589,22.55908966,19.87591171,30.78890419,33.82874298,41.27475357,64.11309052,19.02947617,18.35880089,18.86457825,62,60.075,62.275,61.25,38.3,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,12.5,8.4,10.4,NA,NA,NA,NA,281,16,80,185,265,5,8,13,4,5
AFG,Asia and Oceania,Low income,Developing economies,2015,20057000000,0.843329561,33831764,328.2713843,39.96244476,8.555581379,5.003433475,0.846004814,11.05840495,1.086576716,0.532044383,1.714365234,8.926522424,23.91243921,8.660500233,244.563068,42.2,41.7,42.7,1199.2,2487.5,1288.3,7.74,446.38,50.5,45425,83599,38174,76.4,68.3,72.4,68,64.2,60.3,93740,50763,42977,23.39130783,20.72537613,31.47380066,35.33304214,42.37229538,63.7136879,19.62469101,18.99267006,19.46792984,64,60.4,62.4,61.5,39.2,73.9,73.7,73.8,98.2,97.4,97.8,41,40.8,40.9,43.2,43,43.1,55.3,53.3,54.3,30.7,29.9,30.3,62.1,60,61,15.3,15,15.1,22.9,21.2,22.1,48.7,49.1,48.9,57.2,59.9,58.6,13.4,8.9,11.2,NA,NA,NA,NA,350,12,105,233,338,5,6,16,4,5
AFG,Asia and Oceania,Low income,Developing economies,2016,18020000000,0.519374695,34700612,267.9779826,42.70818048,8.99119589,6.714578982,1.095081551,13.48679384,1.123899486,0.720448389,7.348573564,10.51854647,22.1321745,14.63951126,181.2071787,41.9,41.4,42.4,1209,2507.8,1298.7,6.86,403.32,51.95,44807,82409,37602,73.9,65.8,70,66,62.3,58.3,92166,49975,42191,24.22292328,21.57484245,32.15869522,36.83734512,43.46187592,63.31428528,20.21398163,19.6320076,20.06837082,66,63.63333333,63.33333333,63.56666667,40.1,72.9,73.01428571,72.95714286,97.87142857,97.18571429,98.06666667,41.95714286,41.8,48.2,45.88571429,46.05714286,47.9,56.21428571,54.57142857,55.4,29.7,29.15714286,29.42857143,61.04285714,59.78571429,60.37142857,13.97142857,13.92857143,13.91428571,21.64285714,20.38571429,21.05714286,46.42857143,47,46.71428571,57.91428571,59.9,58.94285714,14.5,9.5,12,NA,NA,NA,NA,554,37,217,300,517,8,18,30,5,8
AFG,Asia and Oceania,Low income,Developing economies,2017,18883000000,0.272911614,35688935,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,41.5,41,42,1220.5,2531.5,1311,5.98,360.26,53.4,44026,80900,36874,71.5,63.6,67.6,64.1,60.4,56.6,90260,48973,41287,25.05517769,22.42430687,32.8435936,38.3416481,44.54639053,62.91488647,20.79734993,20.27681351,20.66591454,64,66.86666667,64.26666667,65.63333333,40.9,71.9,72.32857143,72.11428571,97.54285714,96.97142857,98.33333333,42.91428571,42.8,55.5,48.57142857,49.11428571,52.7,57.12857143,55.84285714,56.5,28.7,28.41428571,28.55714286,59.98571429,59.57142857,59.74285714,12.64285714,12.85714286,12.72857143,20.38571429,19.57142857,20.01428571,44.15714286,44.9,44.52857143,58.62857143,59.9,59.28571429,15.6,10,12.8,NA,NA,NA,NA,847,56,238,553,791,11,25,30,8,11
AFG,Asia and Oceania,Low income,Developing economies,2018,18336000000,0.651369492,36743039,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,41.2,40.6,41.7,1233.7,2559.2,1325.5,5.1,317.2,58.8,43384,79669,36285,69.4,61.4,65.4,62.3,58.6,54.8,88626,48172,40454,25.88821411,23.27377319,33.52848816,39.84594727,45.62554932,62.51548386,21.37479591,20.92708588,21.26065254,68,70.1,65.2,67.7,41.7,70.9,71.64285714,71.27142857,97.21428571,96.75714286,98.6,43.87142857,43.8,62.8,51.25714286,52.17142857,57.5,58.04285714,57.11428571,57.6,27.7,27.67142857,27.68571429,58.92857143,59.35714286,59.11428571,11.31428571,11.78571429,11.54285714,19.12857143,18.75714286,18.97142857,41.88571429,42.8,42.34285714,59.34285714,59.9,59.62857143,16.8,10.6,13.7,NA,NA,NA,NA,924,61,246,617,863,11,26,29,8,11
AFG,Asia and Oceania,Low income,Developing economies,2019,18876000000,0.123991047,37856121,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,40.9,40.3,41.4,1248.9,2591,1342.1,4.725,297.2,60.3,42867,78618,35751,67.2,59.2,63.3,60.6,56.9,53.1,87176,47451,39725,26.72185516,24.12323952,34.21338272,41.35025024,46.69828415,62.11608505,21.94631767,21.58282471,21.852705,65,64.84,61.52,63.22,42.4,69.9,70.95714286,70.42857143,96.88571429,96.54285714,97.925,44.82857143,44.8,59.025,53.94285714,55.22857143,58.95,58.95714286,58.38571429,58.7,26.7,26.92857143,26.81428571,57.87142857,59.14285714,58.48571429,9.985714286,10.71428571,10.35714286,17.87142857,17.94285714,17.92857143,39.61428571,40.7,40.15714286,60.05714286,59.9,59.97142857,18,11.3,14.6,NA,NA,NA,NA,1044,60,294,690,984,11,24,32,9,11
AFG,Asia and Oceania,Low income,Developing economies,2020,20136000000,0.064412743,39068979,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,40.7,40.2,41.3,1271.2,2637.3,1366.2,4.35,277.2,61.8,42394,77662,35268,65.3,57.2,61.3,58.9,55.3,51.5,85846,46813,39033,27.55593491,24.97270393,34.8982811,42.85455322,47.76361084,61.71668625,22.51191902,22.24403191,22.4421978,61,59.58,57.84,58.74,43.1,68.9,70.27142857,69.58571429,96.55714286,96.32857143,97.25,45.78571429,45.8,55.25,56.62857143,58.28571429,60.4,59.87142857,59.65714286,59.8,25.7,26.18571429,25.94285714,56.81428571,58.92857143,57.85714286,8.657142857,9.642857143,9.171428571,16.61428571,17.12857143,16.88571429,37.34285714,38.6,37.97142857,60.77142857,59.9,60.31428571,19.2,11.9,15.6,NA,NA,NA,NA,1096,62,308,726,1034,11,24,32,8,11
AFG,Asia and Oceania,Low income,Developing economies,2021,14278000000,0.144284774,40000412,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,40.8,40.2,41.3,1289.2,2676.2,1387,3.975,257.2,63.7,41870,76646,34776,63.2,55.3,59.3,57.2,53.6,49.9,84498,46105,38393,28.39068031,25.82217026,35.58317566,44.3588562,48.82129288,61.31728363,23.07159615,22.91070747,23.02925873,55,54.32,54.16,54.26,43.7,67.9,69.58571429,68.74285714,96.22857143,96.11428571,96.575,46.74285714,46.8,51.475,59.31428571,61.34285714,61.85,60.78571429,60.92857143,60.9,24.7,25.44285714,25.07142857,55.75714286,58.71428571,57.22857143,7.328571429,8.571428571,7.985714286,15.35714286,16.31428571,15.84285714,35.07142857,36.5,35.78571429,61.48571429,59.9,60.65714286,20.5,12.6,16.6,NA,NA,NA,NA,1141,62,328,751,1079,11,23,32,8,11
AFG,Asia and Oceania,Low income,Developing economies,2022,14501000000,0.142065926,40578842,254.8689111,48.754607,8.069728054,9.162503728,0.868616561,11.17993574,1.400994454,0.980696118,3.418426467,11.37607497,20.90283725,10.47943852,177.0016393,41.1,40.5,41.7,1304.5,2709.4,1404.8,3.6,237.2,65.6,41082,75133,34051,61.1,53.4,57.4,55.4,52,48.3,82705,45152,37553,29.22582245,26.67163467,36.26807022,45.86315536,49.870121,60.91788483,23.62535095,23.5828495,23.61403847,58,49.06,50.48,49.78,44.5,66.9,68.9,67.9,95.9,95.9,95.9,47.7,47.8,47.7,62,64.4,63.3,61.7,62.2,62,23.7,24.7,24.2,54.7,58.5,56.6,6,7.5,6.8,14.1,15.5,14.8,32.8,34.4,33.6,62.2,59.9,61,21.8,13.4,17.6,NA,NA,NA,NA,1144,66,348,730,1078,10,24,32,7,10
AFG,Asia and Oceania,Low income,Developing economies,2023,17248000000,0.119439819,41454761,377.9206792,55.97084561,10.77591845,7.813797721,1.064108144,9.968806695,1.423578022,0.907842119,4.231374926,14.67201948,26.68495057,14.34452716,277.9171363,41.6,41,42.3,1333.7,2770.9,1437.2,3.6,237.2,67.5,40047,73191,33144,59.2,51.6,55.5,53.8,50.4,46.7,80507,44019,36488,29.90744781,27.521101,36.38140869,47.36745834,50.90942383,60.51848221,24.17318344,24.2604599,24.19668961,60,43.8,46.8,45.3,45.4,66.9,68.9,67.9,95.9,95.9,95.9,47.7,47.8,47.7,62,64.4,63.3,61.7,62.2,62,23.7,24.7,24.2,54.7,58.5,56.6,6,7.5,6.8,14.1,15.5,14.8,32.8,34.4,33.6,62.2,59.9,61,23.1049802,14.10011536,18.6,NA,NA,NA,NA,1192,77,401,714,1115,10,27,35,7,9
AFG,Asia and Oceania,Low income,Developing economies,2024,18080000000,0.126607356,42647492,388.2865446,56.33742055,10.96889126,7.858074991,1.095839442,9.597802912,1.379000673,0.885547539,4.338875943,15.10952897,27.23827806,14.83800328,287.3169127,42,41.4,42.7,1371.2,2849.8,1478.6,3.6,237.2,67.5,39224.46335,71651.76909,32411.15632,57.32546099,49.84780707,53.66480045,52.26104578,48.85132355,45.15346555,79003.89806,43259.32938,35746.10509,30.55472183,28.37056541,36.38140869,48.87176132,51.93834305,60.1190834,24.71509171,24.94353676,24.77737808,59,43.8,46.8,45.3,46.29989392,66.9,68.9,67.9,95.9,95.9,95.9,47.7,47.8,47.7,62,64.4,63.3,61.7,62.2,62,23.7,24.7,24.2,54.7,58.5,56.6,6,7.5,6.8,14.1,15.5,14.8,32.8,34.4,33.6,62.2,59.9,61,24.41099451,14.86067641,19.60000001,NA,NA,NA,NA,1426,90,470,866,1336,11,30,38,7,10
AFG,Asia and Oceania,Low income,Developing economies,2025,18393788748,0.126680613,43844111,398.6524101,56.70399549,11.16186407,7.90235226,1.12757074,9.22679913,1.334423323,0.86325296,4.44637696,15.54703845,27.79160555,15.33147941,296.7166891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,Asia and Oceania,Low income,Developing economies,2026,18707639608,0.126750992,45047069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,Asia and Oceania,Low income,Developing economies,2027,19021490468,0.126819049,46258906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
