"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.100228989765312,0.0190148009814523,5.27110380293113,1.35605745521602e-07,"***"
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_OTHER_PC))",0.0294770417626606,0.041571279519488,0.709072275459845,0.478279626680277,""
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_TRANSPORT_PC))",-0.00695189561353392,0.02702626996122,-0.257227343007718,0.79700327731812,""
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_OTHER_PC))",-0.135598682699918,0.0357592725679757,-3.79198660828895,0.00014944697480584,"***"
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_TRANSPORT_PC))",0.0264239988425796,0.0236687329251671,1.11640952332023,0.264246878921413,""
"I(log(GVT_OTHER_PC) * log(GVT_TRANSPORT_PC))",0.185504214592247,0.0356581546292035,5.20229430045496,1.96843179267132e-07,"***"
"log(CV_GDP)",-0.145479510704865,0.00447492124670773,-32.5099599935745,7.71148201147488e-232,"***"
"Z_CV_CC",0.00537266854726682,0.00215859375587774,2.48896696408822,0.0128114869692224,"*"
"Z_CV_GE",-0.000493490443771148,0.0022460521967207,-0.219714592782686,0.826093438965489,""
"Z_factor(Country_name)Afghanistan",0.823122033187851,0.0630787283625264,13.0491221772449,6.42838113412013e-39,"***"
"Z_factor(Country_name)Azerbaijan",-3.342037327819,0.236049698373555,-14.1581935958679,1.66211925409784e-45,"***"
"Z_factor(Country_name)Belize",-0.233911165644728,0.0959725864581889,-2.43727062359242,0.014798599566802,"*"
"Z_factor(Country_name)Bolivia (Plurinational State of)",0.284782954261099,0.0741457262397687,3.84085460758969,0.000122606719931015,"***"
"Z_factor(Country_name)China",-0.339338122050978,0.125364027942189,-2.70682210536074,0.00679306476538459,"**"
"Z_factor(Country_name)Costa Rica",-0.256692822511919,0.132587232247943,-1.93602972292153,0.0528640607249853,"."
"Z_factor(Country_name)Ecuador",0.425893661634171,0.117963109949787,3.61039702849017,0.000305728660059837,"***"
"Z_factor(Country_name)Egypt",0.953514336783935,0.117570676831185,8.11013734447621,5.05625772509608e-16,"***"
"Z_factor(Country_name)El Salvador",0.494039426115697,0.101481923058788,4.86825053393501,1.12590535751321e-06,"***"
"Z_factor(Country_name)Guatemala",1.5685347518552,0.078907544007593,19.878134233962,6.29308393231016e-88,"***"
"Z_factor(Country_name)Honduras",0.68908046183265,0.091397203845748,7.5394041922291,4.72123515602136e-14,"***"
"Z_factor(Country_name)Jamaica",-0.71900562093388,0.122027706825993,-5.89215055855433,3.81201607238248e-09,"***"
"Z_factor(Country_name)Kuwait",-0.421051844710629,0.109604909294137,-3.84154183806394,0.000122263890849377,"***"
"Z_factor(Country_name)Kyrgyzstan",-1.21365137318131,0.137381204087107,-8.83418791708791,1.00828033139745e-18,"***"
"Z_factor(Country_name)Mexico",-0.166519992422813,0.114470476339814,-1.45469816975765,0.145752839510245,""
"Z_factor(Country_name)Myanmar",-0.643470406213,0.144897384033359,-4.44086972657048,8.95960248426213e-06,"***"
"Z_factor(Country_name)Nepal",0.253440888704017,0.0951570397509696,2.66339610151055,0.00773562964014391,"**"
"Z_factor(Country_name)Panama",0.63660547796836,0.107179638005324,5.93961212984071,2.8569721140436e-09,"***"
"Z_factor(Country_name)Singapore",-0.831227309232708,0.202718905878308,-4.10039362451815,4.12447993467434e-05,"***"
"Z_factor(Country_name)South Africa",0.97463773337545,0.126572005857718,7.7002629986844,1.35786465385891e-14,"***"
"Z_factor(Country_name)Thailand",-0.16929237594935,0.137857932565441,-1.22802056290077,0.219439248918376,""
"Z_factor(Country_name)Türkiye",0.333848934776407,0.107125389659882,3.1164314625726,0.0018305422623231,"**"
"Z_factor(Country_name)Uruguay",-0.348711051383828,0.153304258283383,-2.27463382484285,0.022927905250308,"*"
"sigmaSq",0.0260744200987207,0.00156992131826547,16.6087432506038,6.02420848982207e-62,"***"
"gamma",0.99999999,6.47669646830439e-07,1543996.99737944,0,"***"
