"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0267024547355091,0.021199413657999,-1.25958458881402,0.207819257861572,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.123486955257621,0.0817973303931942,-1.50966974917185,0.131127713941479,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.195946672492686,0.0292755125610849,6.69319357206241,2.18351992019623e-11,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.124628418024968,0.0471414328480434,2.64371298230789,0.00820021577091146,"**"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.0125644316537684,0.0603704495955092,-0.208122214393829,0.835133542337765,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",0.0466766093912577,0.0432868053476809,1.07831033074282,0.280895288306021,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.112217034410016,0.0237149727596559,-4.73190652788438,2.22420835737207e-06,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",-0.203691181353665,0.0421361734439779,-4.83411673877986,1.33738092335769e-06,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.023729286370564,0.00694023424062624,-3.41909012690943,0.000628309116776035,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00768340218489352,0.0100097841213782,-0.767589199899314,0.442731280773143,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.106115148614371,0.0361670479433421,2.9340284775414,0.00334593508029409,"**"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0142591312959954,0.0212358776986561,-0.671464184261042,0.50192486839548,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0142305152849647,0.0233073050446186,-0.610560305351577,0.541490708291696,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",0.019592545307714,0.0345254093869975,0.567481911310593,0.57038681274361,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",-0.0461629030772939,0.0259466048352361,-1.77915004180445,0.0752151663352685,"."
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",0.697111301801881,0.15518268297302,4.49219776618426,7.0491916540662e-06,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENERGY_PC))",-0.00156630255680048,0.0170420352812487,-0.091908186490136,0.926770987116107,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENV_PROTECTION_PC))",0.0389723118740237,0.0203455009757944,1.91552480916494,0.0554256083354086,"."
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HEALTH_PC))",-0.437198770325966,0.099139041745654,-4.40995557983727,1.03391825277838e-05,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HOUSING_AMEN_PC))",0.080926980309776,0.0340942475958671,2.37362564116493,0.0176143991727266,"*"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.172873810516008,0.0343574510977429,-5.0316250185208,4.86339802788533e-07,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_OTHER_PC))",-0.0106884996856335,0.0750705926811259,-0.142379316639135,0.886780398868618,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_TRANSPORT_PC))",-0.129347753126932,0.0466122367314041,-2.77497417410537,0.00552060915323236,"**"
"I(log(GVT_EDUCATION_PC) * log(GVT_ENERGY_PC))",0.114155316982561,0.0292336183150118,3.90493286710052,9.42515457598111e-05,"***"
"I(log(GVT_EDUCATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.0260144429060434,0.0452717347353814,0.574628806651675,0.565542365523395,""
"I(log(GVT_EDUCATION_PC) * log(GVT_HEALTH_PC))",-0.184607850373321,0.140674570886649,-1.31230434334911,0.189417467270162,""
"I(log(GVT_EDUCATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.264275040958843,0.062429785899019,-4.23315629155466,2.30434245162322e-05,"***"
"I(log(GVT_EDUCATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.159215202685933,0.0866198926541147,1.83809051024459,0.0660490693182915,"."
"I(log(GVT_EDUCATION_PC) * log(GVT_OTHER_PC))",-0.320630734868289,0.146610848472686,-2.18695095355118,0.0287461046504018,"*"
"I(log(GVT_EDUCATION_PC) * log(GVT_TRANSPORT_PC))",-0.439724019629779,0.0907837790974854,-4.84364083541394,1.27481285628715e-06,"***"
"I(log(GVT_ENERGY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0205243879932518,0.00528569320678157,-3.88300780811851,0.000103172253750135,"***"
"I(log(GVT_ENERGY_PC) * log(GVT_HEALTH_PC))",0.0231815280665102,0.0202131561991799,1.14685345712862,0.25144219131511,""
"I(log(GVT_ENERGY_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0739362594594193,0.0100825940252712,-7.33305925777671,2.2495740620054e-13,"***"
"I(log(GVT_ENERGY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0161493986955885,0.00994573961808621,-1.62375040124929,0.104429089451313,""
"I(log(GVT_ENERGY_PC) * log(GVT_OTHER_PC))",-0.0189096425985679,0.0137953291626036,-1.37072790186321,0.170459793519412,""
"I(log(GVT_ENERGY_PC) * log(GVT_TRANSPORT_PC))",-0.00162363913695368,0.0073487274190501,-0.220941537815747,0.825137954022434,""
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_HEALTH_PC))",-0.0906948689271656,0.0287227600923623,-3.15759587990579,0.00159075914507985,"**"
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0186318754819453,0.0106134440650039,-1.75549759039865,0.0791742324579978,"."
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0325343386630749,0.0134176494108652,2.42474204436506,0.015319267519582,"*"
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_OTHER_PC))",0.0709850858066656,0.0261932313133619,2.71005455407307,0.00672721423010141,"**"
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_TRANSPORT_PC))",0.018154987217762,0.00992945435800765,1.82839726768277,0.0674899511525607,"."
"I(log(GVT_HEALTH_PC) * log(GVT_HOUSING_AMEN_PC))",0.0113704734315299,0.0471684592278875,0.241060946608307,0.80950788039653,""
"I(log(GVT_HEALTH_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0490715895849481,0.0685233342787656,0.716129623601149,0.473911313507914,""
"I(log(GVT_HEALTH_PC) * log(GVT_OTHER_PC))",-0.0768124671363842,0.0783631124175096,-0.980212050883537,0.326981457190308,""
"I(log(GVT_HEALTH_PC) * log(GVT_TRANSPORT_PC))",0.536866629721328,0.0788568243078399,6.80811882083303,9.88831820396512e-12,"***"
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0618060077231037,0.0320640641938146,-1.92757871708062,0.0539075482299866,"."
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_OTHER_PC))",0.306270330201697,0.0438672764372748,6.98174938304248,2.91526846203422e-12,"***"
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_TRANSPORT_PC))",-0.137175498829049,0.0262609338272448,-5.22355753726984,1.75517892741174e-07,"***"
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_OTHER_PC))",-0.0545193991399734,0.0490060599420814,-1.11250321295791,0.265921849483286,""
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_TRANSPORT_PC))",0.0195015688929072,0.0365675224134712,0.533302985977607,0.593823861018869,""
"I(log(GVT_OTHER_PC) * log(GVT_TRANSPORT_PC))",-0.0205779852530257,0.0539310958346564,-0.38156067356974,0.702787258981905,""
"log(CV_GDP)",-0.151426228907719,0.0082154114380086,-18.4319714295921,7.27818481893393e-76,"***"
"Z_CV_CC",0.0064295846751757,0.00197661057658139,3.25283328509547,0.00114260513133619,"**"
"Z_CV_GE",0.00779644679688991,0.00210485833812889,3.70402447312466,0.000212205772281702,"***"
"Z_factor(Country_name)Afghanistan",0.633914052325904,0.120032285009772,5.2811962404473,1.28343130498826e-07,"***"
"Z_factor(Country_name)Azerbaijan",-4.34845420958478,1.20574694826583,-3.60644015383076,0.000310426411089962,"***"
"Z_factor(Country_name)Belize",-0.834396986034207,0.142629898158956,-5.85008470737533,4.91322728854183e-09,"***"
"Z_factor(Country_name)Bolivia (Plurinational State of)",0.337807363537735,0.0900051148356475,3.75320185030132,0.000174590158287622,"***"
"Z_factor(Country_name)China",-0.545682141485686,0.132871905657025,-4.10682859395594,4.01128669259563e-05,"***"
"Z_factor(Country_name)Costa Rica",-1.11851184291806,0.172223175111184,-6.4945489606493,8.32825426791233e-11,"***"
"Z_factor(Country_name)Ecuador",-0.960268135812723,0.20319753660429,-4.72578630558286,2.29226611680684e-06,"***"
"Z_factor(Country_name)Egypt",-0.491174996248441,0.106329815915741,-4.6193533960189,3.84937748499836e-06,"***"
"Z_factor(Country_name)El Salvador",-0.521229738605154,0.108718070334806,-4.79432477968001,1.63223655969211e-06,"***"
"Z_factor(Country_name)Guatemala",0.314091831977762,0.0821030305711562,3.82558146505381,0.000130463781224893,"***"
"Z_factor(Country_name)Honduras",-0.279714794236259,0.0918677704948637,-3.04475435432384,0.00232870425170852,"**"
"Z_factor(Country_name)Jamaica",-0.360589329478315,0.140370866581201,-2.56883310804184,0.0102041587684361,"*"
"Z_factor(Country_name)Kuwait",-0.860351374676948,0.148710688014137,-5.78540376731469,7.23383635086553e-09,"***"
"Z_factor(Country_name)Kyrgyzstan",-1.4827215041958,1.26156951943194,-1.17529908685765,0.23987507972032,""
"Z_factor(Country_name)Mexico",-0.656527262633635,0.131455494870523,-4.99429303644006,5.90516785257329e-07,"***"
"Z_factor(Country_name)Myanmar",-0.244144795674023,0.0923586835430088,-2.64344170259131,0.00820678967927575,"**"
"Z_factor(Country_name)Nepal",0.0602777185041801,0.0681054045315559,0.885065126898279,0.376121506647652,""
"Z_factor(Country_name)Panama",-0.544360199269382,0.137255485358861,-3.96603602286733,7.30778226824506e-05,"***"
"Z_factor(Country_name)Singapore",-3.78130280924134,0.661240937985646,-5.71849471504352,1.07471858983416e-08,"***"
"Z_factor(Country_name)South Africa",1.12115366782712,0.136707274997195,8.20112658854561,2.38144593331428e-16,"***"
"Z_factor(Country_name)Thailand",-0.749288980994692,0.134137602688617,-5.58597265774958,2.32395800386311e-08,"***"
"Z_factor(Country_name)Türkiye",-0.300563187932062,0.121193452323432,-2.48002827025623,0.0131371966441832,"*"
"Z_factor(Country_name)Uruguay",-1.15582269096439,0.177708786585266,-6.50402668981036,7.81980133480612e-11,"***"
"sigmaSq",0.0295858580942146,0.00285274493655543,10.3710141467951,3.35940348280757e-25,"***"
"gamma",0.99947997256787,0.000989754479773213,1009.82616698728,0,"***"
